X,Y,OBJECTID,TYPE,OWNED_BY,DESCR,ADDRESS,CAPACITY,longitude,latitude,CreationDate,Creator,EditDate,Editor
-80.522436521999964,43.465823114000017,215,POST AND RING,City of Waterloo,King Street,28 KING ST N,2,-80.5224365221506,43.4658231141027,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.522688326999969,43.465913268,216,POST AND RING,City of Waterloo,King Street,33 KING ST N,2,-80.5226883271007,43.4659132678888,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.524778116999983,43.465950084000013,217,RING RACK,City of Waterloo,Waterloo Public Library,35 ALBERT ST,11,-80.5247781166675,43.4659500835796,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.520982384999968,43.46434845600001,218,INVERTED U,City of Waterloo,Button Factory,25 REGINA ST S,2,-80.5209823846443,43.4643484556933,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.520988686999942,43.46436758400003,219,INVERTED U,City of Waterloo,Button Factory,25 REGINA ST S,2,-80.5209886866549,43.4643675838989,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.522081972999956,43.464620927000027,220,POST AND RING,City of Waterloo,King Street,22 KING ST S,2,-80.5220819732867,43.4646209268183,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.522524629999964,43.466137371,221,POST AND RING,City of Waterloo,King Street,32 KIING ST N,2,-80.5225246295784,43.4661373714312,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.522545107999974,43.466237,222,POST AND RING,City of Waterloo,King Street,34 KING ST N,2,-80.5225451077258,43.4662369998815,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.522617440999966,43.466486281000016,223,POST AND RING,City of Waterloo,King Street - Princess Cafe,46 KING ST N,2,-80.5226174411456,43.4664862807923,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.522901249999961,43.467541639000018,224,POST AND RING,City of Waterloo,King Street,70 KING ST N,2,-80.5229012501956,43.4675416388674,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.523007428999961,43.467952175000022,225,POST AND RING,City of Waterloo,King Street,84 KING ST N,2,-80.5230074290548,43.4679521752374,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.522724789999984,43.466062212000026,226,POST AND RING,City of Waterloo,King Street,35 KING ST N,2,-80.5227247903276,43.4660622122561,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.522623579999959,43.465700239000029,227,POST AND RING,City of Waterloo,King Street,23 KING ST N,2,-80.5226235799311,43.465700238617,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.522570215999963,43.464176105,228,INVERTED U,City of Waterloo,Waterloo Town Square,55 KING ST S,2,-80.5225702160934,43.4641761053356,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.522516523999968,43.464186632,229,INVERTED U,City of Waterloo,Waterloo Town Square,55 KING ST S,2,-80.5225165236636,43.4641866323258,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.522482895999985,43.464194521000024,230,INVERTED U,City of Waterloo,Waterloo Town Square,55 KING ST S,2,-80.5224828959318,43.464194521071,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.522458794999977,43.46420036,231,INVERTED U,City of Waterloo,Waterloo Town Square,55 KING ST S,2,-80.5224587945133,43.4642003596833,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.522446948999971,43.462677230000025,232,INVERTED U,City of Waterloo,Uptown Waterloo South Parking Lot,115 KING ST S,2,-80.5224469487708,43.4626772295294,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.522443021999948,43.46266209700002,233,INVERTED U,City of Waterloo,Uptown Waterloo South Parking Lot,115 KING ST S,2,-80.5224430218669,43.4626620966396,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.522321447999957,43.462242624000027,234,INVERTED U,City of Waterloo,Uptown Waterloo South Parking Lot,115 KING ST S,2,-80.522321448007,43.4622426239846,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.522317020999935,43.462227383000027,235,INVERTED U,City of Waterloo,Uptown Waterloo South Parking Lot,115 KING ST S,2,-80.5223170213647,43.4622273827505,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
